name,artist,album,album_type,release_date,duration,duration_ms,added_at,added_by_id,track_popularity,track_id,track_uri,artist_uris,artist_names,enriched,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,artists_genres,artists_popularities,artists_avg_popularity
Rumble,"Skrillex, Fred again.., Flowdan",Rumble,single,2023-01-04,2:26,146571,2023-01-09T10:23:07Z,115458813,67,1GfBLbAhZUWdseuDqhocmn,spotify:track:1GfBLbAhZUWdseuDqhocmn,"['spotify:artist:5he5w2lnU9x7JFhnwcekXX', 'spotify:artist:4oLeXFyACqeem2VImYeBFe', 'spotify:artist:07CimrZi5vs9iEao47TNQ4']","['Skrillex', 'Fred again..', 'Flowdan']",True,0.81,0.836,1.0,-7.721,0.0,0.0645,0.0515,0.229,0.0598,0.0585,139.979,4.0,"[['brostep', 'complextro', 'edm', 'electro', 'pop dance'], ['edm', 'house', 'stutter house'], ['grime']]","[74, 77, 65]",72.0
Strung Out Johnny,Iggy Pop,EVERY LOSER,album,2023-01-06,4:13,253893,2023-01-09T20:40:04Z,hvdpal58,43,6OGIBcJV5qV1FF5uiofnX0,spotify:track:6OGIBcJV5qV1FF5uiofnX0,['spotify:artist:33EUXrFKGjpUSGacqEHhU4'],['Iggy Pop'],True,0.521,0.884,10.0,-5.354,0.0,0.0387,0.000156,0.0191,0.0837,0.465,124.051,4.0,"[['alternative rock', 'glam rock', 'permanent wave', 'protopunk', 'rock']]",[61],61.0
Kill Bill,SZA,SOS,album,2022-12-09,2:33,153946,2023-01-09T20:50:12Z,hvdpal58,83,3OHfY25tqY28d16oZczHc8,spotify:track:3OHfY25tqY28d16oZczHc8,['spotify:artist:7tYKF4w9nC0nq9CsPZTHyP'],['SZA'],True,0.644,0.728,8.0,-5.75,1.0,0.0351,0.0543,0.169,0.161,0.43,88.993,4.0,"[['pop', 'r&b', 'rap']]",[88],88.0
Sail On By,Blanco White,Sail On By,single,2023-01-13,3:23,203026,2023-01-13T12:15:11Z,svdpal,34,1fSdmIgkLD4zsy21GfRCrU,spotify:track:1fSdmIgkLD4zsy21GfRCrU,['spotify:artist:3ccVtqcqedranb7y8eywJ5'],['Blanco White'],True,0.188,0.106,11.0,-17.23,0.0,0.0383,0.948,0.0707,0.11,0.182,173.842,3.0,"[['british singer-songwriter', 'indie anthem-folk', 'indie folk']]",[53],53.0
Be On Your Way,Daughter,Be On Your Way,single,2023-01-09,4:04,244772,2023-01-13T12:19:16Z,svdpal,41,0R3wEiSEO8AM3UJBvdvvmv,spotify:track:0R3wEiSEO8AM3UJBvdvvmv,['spotify:artist:46CitWgnWrvF9t70C2p1Me'],['Daughter'],True,0.49,0.567,7.0,-10.187,1.0,0.0283,0.143,0.049,0.116,0.234,101.899,4.0,"[['chamber pop', 'shimmer pop']]",[60],60.0
Flowers,Miley Cyrus,Flowers,single,2023-01-13,3:20,200454,2023-01-15T09:41:42Z,svdpal,41,0yLdNVWF3Srea0uzk55zFn,spotify:track:0yLdNVWF3Srea0uzk55zFn,['spotify:artist:5YGY8feqx7naU7z4HrwZM6'],['Miley Cyrus'],True,0.707,0.681,0.0,-4.325,1.0,0.0668,0.0632,5.15e-06,0.0322,0.646,117.999,4.0,[['pop']],[83],83.0
Don’t Lose Time,Weval,Don’t Lose Time,single,2023-01-17,6:13,373802,2023-01-20T16:28:20Z,svdpal,18,3I1CfmUZZrLAyYY4zm409Y,spotify:track:3I1CfmUZZrLAyYY4zm409Y,['spotify:artist:12tZvy2xFpWSkuJ3FsfisZ'],['Weval'],True,0.766,0.758,7.0,-6.973,0.0,0.0459,0.179,0.827,0.0881,0.637,121.004,4.0,"[['electronica', 'french indietronica']]",[48],48.0
LLYLM,ROSALÍA,LLYLM,single,2023-01-27,2:54,174044,2023-01-27T10:36:45Z,115458813,70,2SiAcexM2p1yX6joESbehd,spotify:track:2SiAcexM2p1yX6joESbehd,['spotify:artist:7ltDVBr6mKbRvohxheJ9h1'],['ROSALÍA'],True,0.555,0.634,6.0,-5.522,0.0,0.273,0.129,2.32e-06,0.188,0.555,170.228,4.0,"[['pop', 'r&b en espanol']]",[78],78.0
Silent Running (feat. Adeleye Omotayo),"Gorillaz, Adeleye Omotayo",Silent Running (feat. Adeleye Omotayo),single,2023-01-27,4:26,266338,2023-01-29T17:18:34Z,115458813,0,5t6VBNWXxcwlrxCjU7ytGg,spotify:track:5t6VBNWXxcwlrxCjU7ytGg,"['spotify:artist:3AA28KZvwAUcZuOKwyblJQ', 'spotify:artist:1z2GIqUV62qrl1J5sXalOT']","['Gorillaz', 'Adeleye Omotayo']",True,0.659,0.901,8.0,-3.549,1.0,0.0359,0.0614,9.17e-05,0.182,0.776,106.997,4.0,"[['alternative hip hop', 'modern rock', 'rock'], []]","[77, 46]",61.5
Mooier Als Je Lacht,Sophie Straat,Mooier Als Je Lacht,single,2023-01-27,3:38,218499,2023-01-29T17:22:21Z,115458813,16,0DJ1GDJ7PQkNdHFeFfdV2E,spotify:track:0DJ1GDJ7PQkNdHFeFfdV2E,['spotify:artist:6SU1jFBqw4tZJQDT8iQ6Nw'],['Sophie Straat'],True,0.734,0.68,9.0,-9.252,1.0,0.0305,0.0301,0.549,0.163,0.884,116.99,4.0,[['dutch indie']],[35],35.0
City of Angels,Ladytron,Time's Arrow,album,2023-01-20,4:38,278312,2023-02-04T15:51:06Z,hvdpal58,32,2Ieb7nl6BF74DaOgYUO2Sf,spotify:track:2Ieb7nl6BF74DaOgYUO2Sf,['spotify:artist:0ucLPotcQNI7AViFytdhBz'],['Ladytron'],True,0.482,0.591,4.0,-9.755,1.0,0.0307,0.00124,0.957,0.304,0.216,123.015,4.0,"[['alternative dance', 'dark synthpop', 'electroclash', 'electronica', 'indietronica', 'neo-synthpop']]",[48],48.0
MERCY,"John Cale, Laurel Halo",MERCY,album,2023-01-20,7:00,420080,2023-02-04T15:59:00Z,hvdpal58,27,1S5KEj2FV5TJAoHJaXHmC0,spotify:track:1S5KEj2FV5TJAoHJaXHmC0,"['spotify:artist:5MWBg16f5UYiaSlyVhzlIW', 'spotify:artist:0sRVVDpgF2sKzPBkDszzUl']","['John Cale', 'Laurel Halo']",True,0.231,0.572,0.0,-10.299,1.0,0.0409,0.335,0.821,0.344,0.132,185.945,4.0,"[['art rock', 'melancholia', 'singer-songwriter'], ['art pop', 'electra', 'experimental pop', 'gauze pop', 'hauntology', 'mandible', 'outsider house', 'spectra']]","[43, 42]",42.5
Unholy (feat. Kim Petras),"Sam Smith, Kim Petras",Gloria,album,2023-01-27,2:36,156943,2023-02-05T13:48:45Z,hvdpal58,79,0NZPBYD5qbEWRs3PrGiRkT,spotify:track:0NZPBYD5qbEWRs3PrGiRkT,"['spotify:artist:2wY79sveU1sp5g7SokKOiI', 'spotify:artist:3Xt3RrJMFv5SZkCfUE8C1J']","['Sam Smith', 'Kim Petras']",True,0.712,0.463,2.0,-7.399,1.0,0.0797,0.011,2.96e-06,0.301,0.206,131.199,4.0,"[['pop', 'uk pop'], ['alt z', 'pop', 'transpop']]","[83, 74]",78.5
The White Lotus Theme (Aloha!),"Dimitri Vegas, Steve Aoki",The White Lotus Theme (Aloha!),single,2023-01-27,2:25,145302,2023-02-07T09:30:14Z,115458813,0,3Hda0GqECvOiHtzEaderf5,spotify:track:3Hda0GqECvOiHtzEaderf5,"['spotify:artist:2HkAI0YrEcgoR8QdaURqhO', 'spotify:artist:77AiFEVeAVj2ORpC85QVJs']","['Dimitri Vegas', 'Steve Aoki']",True,0.755,0.892,0.0,-5.224,0.0,0.0462,0.109,0.844,0.107,0.0697,126.004,4.0,"[['belgian edm'], ['edm', 'electro house', 'pop dance']]","[63, 70]",66.5
Freefall,"Interstellar Funk, Loradeniz",Never Been,single,2023-01-16,6:47,407405,2023-02-07T15:16:00Z,115458813,12,5sKfJiBQ7gKrzusdMnJf2O,spotify:track:5sKfJiBQ7gKrzusdMnJf2O,"['spotify:artist:33DoW58zhBjyyeCdscBybf', 'spotify:artist:3wO7EZF5Cet3MkFX3KisbX']","['Interstellar Funk', 'Loradeniz']",True,0.507,0.665,6.0,-10.194,0.0,0.0276,0.00271,0.665,0.102,0.168,124.004,4.0,"[['float house'], ['turkish alternative']]","[11, 7]",9.0
In Lightning,Feist,Multitudes,single,2023-02-14,3:25,205595,2023-02-16T12:31:08Z,115458813,0,21LkpL2YLUtD4UYGGRERNP,spotify:track:21LkpL2YLUtD4UYGGRERNP,['spotify:artist:6CWTBjOJK75cTE8Xv8u1kj'],['Feist'],True,0.449,0.535,0.0,-6.902,0.0,0.0713,0.665,0.000264,0.469,0.417,119.06,3.0,"[['art pop', 'canadian indie', 'canadian pop', 'chamber pop', 'indie pop', 'indie rock']]",[58],58.0
The Butcha,"Corinda, Wes Lee",The Butcha,single,2022-12-23,7:10,430887,2023-02-16T14:03:52Z,115458813,4,5ESvWxB6IZFJDkOqlJ4MwF,spotify:track:5ESvWxB6IZFJDkOqlJ4MwF,"['spotify:artist:56SCPiAP5e58HSZVTnqARK', 'spotify:artist:5jX2NDv1nyXv0FCEP3gqwR']","['Corinda', 'Wes Lee']",True,0.816,0.707,2.0,-11.725,1.0,0.0439,0.0718,0.848,0.0666,0.0773,113.011,4.0,"[[], []]","[2, 1]",1.5
Blood And Butter,Caroline Polachek,"Desire, I Want To Turn Into You",album,2023-02-14,4:27,267500,2023-02-17T10:18:49Z,115458813,55,5KE5Inz4uZKGb2EzETaOEe,spotify:track:5KE5Inz4uZKGb2EzETaOEe,['spotify:artist:4Ge8xMJNwt6EEXOzVXju9a'],['Caroline Polachek'],True,0.589,0.682,0.0,-6.699,1.0,0.0347,0.229,0.00174,0.0583,0.398,90.027,4.0,"[['art pop', 'escape room', 'indie pop', 'indietronica']]",[61],61.0
A&W,Lana Del Rey,A&W,single,2023-02-14,7:13,433916,2023-02-21T00:44:40Z,svdpal,2,1wTopxO5eQBpxrBXPSbsUn,spotify:track:1wTopxO5eQBpxrBXPSbsUn,['spotify:artist:00FQb4jTyendYWaN8pK0wa'],['Lana Del Rey'],True,0.416,0.248,10.0,-14.62,1.0,0.14,0.647,0.427,0.113,0.134,161.667,4.0,"[['art pop', 'pop']]",[89],89.0
Offering - A COLORS SHOW,Gabriels,Offering - A COLORS SHOW,single,2023-02-16,3:08,188905,2023-02-22T14:29:14Z,115458813,39,0kxDdCDxMbpNkdpw7AtajU,spotify:track:0kxDdCDxMbpNkdpw7AtajU,['spotify:artist:5tHs3fthucNRGAFpdE9rmz'],['Gabriels'],True,0.728,0.601,7.0,-9.507,0.0,0.0739,0.463,0.658,0.107,0.44,119.208,4.0,[[]],[53],53.0
Branded Content,Coloray,Branded Content,single,2023-02-24,4:55,295200,2023-02-26T13:42:56Z,115458813,6,5du4evSv0ensHTal0oJHuR,spotify:track:5du4evSv0ensHTal0oJHuR,['spotify:artist:6a3p6ZKDkTzrVbloxkD73E'],['Coloray'],True,0.55,0.872,0.0,-6.246,1.0,0.0443,0.00455,0.866,0.19,0.968,144.994,4.0,[[]],[30],30.0
New Order T-Shirt,The National,New Order T-Shirt,single,2023-02-23,4:56,296000,2023-02-28T23:47:34Z,svdpal,46,6bVQ9ygrzZj9B7Z5hLB1bk,spotify:track:6bVQ9ygrzZj9B7Z5hLB1bk,['spotify:artist:2cCUtGK9sDU2EoElnk0GNB'],['The National'],True,0.558,0.747,3.0,-8.76,1.0,0.0489,0.387,0.00514,0.0942,0.372,103.42,4.0,"[['chamber pop', 'indie folk', 'indie rock', 'indietronica', 'irish rock', 'modern rock']]",[67],67.0
How To Be Human,Amber Run,How To Be Human,album,2023-02-24,3:48,228120,2023-02-28T23:56:12Z,svdpal,27,6uKLmDqK2zOO8BJ2vvYaMr,spotify:track:6uKLmDqK2zOO8BJ2vvYaMr,['spotify:artist:0MmnmsAuQKRFpo6vJElcaU'],['Amber Run'],True,0.409,0.61,4.0,-7.882,1.0,0.0374,0.0339,0.00557,0.108,0.487,180.082,4.0,[['indie anthem-folk']],[57],57.0
Die 4 Me,Halsey,Die 4 Me,single,2023-02-24,3:35,215021,2023-03-01T00:06:45Z,svdpal,65,6VYAzAQGFsfEAwdorQaZuU,spotify:track:6VYAzAQGFsfEAwdorQaZuU,['spotify:artist:26VFTg2z8YR0cCuwLzESi2'],['Halsey'],True,0.694,0.743,7.0,-4.267,0.0,0.0833,0.355,0.0,0.275,0.554,145.048,4.0,"[['electropop', 'etherpop', 'indie poptimism', 'pop']]",[80],80.0
The Goat,Tramhaus,The Goat,single,2023-02-02,4:45,285125,2023-03-02T11:01:19Z,hvdpal58,23,4HQ0lXAa4GnSffEILjhnMf,spotify:track:4HQ0lXAa4GnSffEILjhnMf,['spotify:artist:5HXrUfoDwofY8lehLNIykB'],['Tramhaus'],True,0.642,0.833,4.0,-7.487,0.0,0.0446,0.134,0.201,0.0749,0.599,113.676,4.0,[['dutch indie']],[21],21.0
Güzelliğin On Para Etmez,Altin Gün,Güzelliğin On Para Etmez,single,2023-02-07,3:46,226974,2023-03-02T11:12:50Z,hvdpal58,16,5PP3y51Sfrv9kcGtVZqIWx,spotify:track:5PP3y51Sfrv9kcGtVZqIWx,['spotify:artist:37PL04N8kBWWW69jdrMMWT'],['Altin Gün'],True,0.326,0.427,5.0,-10.477,1.0,0.0317,0.83,0.00305,0.0767,0.122,180.008,4.0,"[['dutch indie', 'turkish psych']]",[46],46.0
Paradijs,Spinvis,Paradijs,single,2023-02-16,5:04,304871,2023-03-03T08:03:07Z,hvdpal58,25,06zIeWzI812yZ5Tji91xrf,spotify:track:06zIeWzI812yZ5Tji91xrf,['spotify:artist:1Vxc40v4VtLpSWTF2bn8Y4'],['Spinvis'],True,0.624,0.548,1.0,-13.249,0.0,0.0359,0.162,0.0759,0.209,0.964,150.056,4.0,[['dutch indie']],[44],44.0
Contact,Kelela,Raven,album,2023-02-10,4:00,240725,2023-03-06T12:11:22Z,115458813,55,6RlczF1bVrcf4f65qaXuoA,spotify:track:6RlczF1bVrcf4f65qaXuoA,['spotify:artist:1U0sIzpRtDkvu1hXXzxh60'],['Kelela'],True,0.714,0.819,6.0,-8.801,0.0,0.0663,0.387,0.123,0.0887,0.747,127.099,4.0,"[['afrofuturism', 'alternative r&b', 'escape room', 'experimental r&b']]",[54],54.0
Is U,Overmono,Calling Out,single,2023-02-22,3:48,228514,2023-03-06T12:19:01Z,115458813,16,3IiYEy4GhlsgVhgLBddJOS,spotify:track:3IiYEy4GhlsgVhgLBddJOS,['spotify:artist:01PnN11ovfen6xUOHfNpn3'],['Overmono'],True,0.719,0.746,5.0,-5.335,0.0,0.0416,0.0232,0.409,0.115,0.397,131.039,4.0,[['future garage']],[52],52.0
Wie Zag Het Licht,Spinvis,Wie Zag Het Licht,single,2023-03-10,4:00,240026,2023-03-12T05:29:43Z,svdpal,11,4NTJa1Leq9cd5kp7k7YjaX,spotify:track:4NTJa1Leq9cd5kp7k7YjaX,['spotify:artist:1Vxc40v4VtLpSWTF2bn8Y4'],['Spinvis'],True,0.711,0.291,1.0,-12.106,0.0,0.0331,0.367,0.00172,0.0933,0.586,122.051,4.0,[['dutch indie']],[44],44.0
Not Worth It,Maria Mena,Not Worth It,single,2023-03-10,3:56,236062,2023-03-12T05:29:47Z,svdpal,27,1rbdesqJL4phqIITSayNm4,spotify:track:1rbdesqJL4phqIITSayNm4,['spotify:artist:3rTRHzFfbTk5GL3LpYZGHR'],['Maria Mena'],True,0.524,0.802,9.0,-5.9,1.0,0.0332,0.0124,7.49e-05,0.113,0.348,105.027,4.0,"[['candy pop', 'norwegian pop', 'norwegian singer-songwriter']]",[58],58.0
CooCool,"Róisín Murphy, DJ Koze",CooCool,single,2023-03-08,4:31,271112,2023-03-13T20:28:04Z,hvdpal58,42,0C8jkmcNV7VxyHemnI917F,spotify:track:0C8jkmcNV7VxyHemnI917F,"['spotify:artist:3qwabfaWewpfli7hMNM3O8', 'spotify:artist:1kR99O4MgSTasyeJh8UFCg']","['Róisín Murphy', 'DJ Koze']",True,0.76,0.669,1.0,-7.164,0.0,0.0481,0.138,0.000605,0.193,0.568,118.004,4.0,"[['art pop', 'electronica', 'electropop', 'neo-synthpop', 'trip hop'], ['electronica', 'future garage', 'german techno', 'hamburg electronic', 'microhouse', 'minimal techno']]","[54, 52]",53.0
Leave Me Like This,"Skrillex, Bobby Raps",Quest For Fire,album,2023-02-17,3:08,188571,2023-03-15T04:51:58Z,115458813,58,6NRvZuFXn2ixp8YdzUvG5n,spotify:track:6NRvZuFXn2ixp8YdzUvG5n,"['spotify:artist:5he5w2lnU9x7JFhnwcekXX', 'spotify:artist:22g86cix6LCeLMbu3m91Wo']","['Skrillex', 'Bobby Raps']",True,0.671,0.84,1.0,-8.199,1.0,0.0581,0.00113,0.473,0.109,0.233,124.977,4.0,"[['brostep', 'complextro', 'edm', 'electro', 'pop dance'], ['cloud rap', 'emo rap', 'minnesota hip hop']]","[74, 46]",60.0
Butterflies,"Skrillex, Starrah, Four Tet",Quest For Fire,album,2023-02-17,3:15,195937,2023-03-15T05:03:16Z,115458813,55,19dObDGedr40x1UcAm15qz,spotify:track:19dObDGedr40x1UcAm15qz,"['spotify:artist:5he5w2lnU9x7JFhnwcekXX', 'spotify:artist:6DpWtzfwV8fcwP6fXckDVu', 'spotify:artist:7Eu1txygG6nJttLHbZdQOh']","['Skrillex', 'Starrah', 'Four Tet']",True,0.733,0.872,2.0,-5.683,0.0,0.132,0.0239,0.00304,0.38,0.195,128.007,4.0,"[['brostep', 'complextro', 'edm', 'electro', 'pop dance'], ['hyperpop francais'], ['electronica', 'folktronica', 'indietronica', 'intelligent dance music', 'trip hop']]","[74, 46, 61]",60.333333333333336
Be On Your Way,Daughter,Swim Back,single,2023-02-27,4:04,244772,2023-03-17T11:33:48Z,svdpal,18,0VKIfOJqMfNPz07yl8zxC2,spotify:track:0VKIfOJqMfNPz07yl8zxC2,['spotify:artist:46CitWgnWrvF9t70C2p1Me'],['Daughter'],True,0.468,0.559,4.0,-10.214,0.0,0.029,0.145,0.0462,0.116,0.226,102.032,4.0,"[['chamber pop', 'shimmer pop']]",[60],60.0
Prophecy,Om Unit,Prophecy,single,2023-03-10,4:47,287999,2023-03-22T08:58:01Z,115458813,7,6545LlBB4uVARTfrcUwXbJ,spotify:track:6545LlBB4uVARTfrcUwXbJ,['spotify:artist:3rblB9Pm51uKd9uYPVPB7B'],['Om Unit'],True,0.669,0.962,6.0,-5.302,0.0,0.0362,0.000686,0.855,0.199,0.227,139.992,4.0,"[['bristol electronic', 'classic dubstep', 'footwork', 'future garage', 'minimal dnb', 'wonky']]",[26],26.0
I Saw You,Weval,Remember,album,2023-03-03,3:15,195453,2023-03-24T12:49:32Z,hvdpal58,26,5rxHA6FdKf4P47LIO6xJOL,spotify:track:5rxHA6FdKf4P47LIO6xJOL,['spotify:artist:12tZvy2xFpWSkuJ3FsfisZ'],['Weval'],True,0.713,0.795,5.0,-11.015,1.0,0.0483,0.222,0.79,0.223,0.767,141.045,4.0,"[['electronica', 'french indietronica']]",[48],48.0
Dans nos rêves,"Ásgeir, Clou",Dans nos rêves,single,2023-03-24,3:20,200316,2023-03-27T17:59:54Z,svdpal,16,6pFUbyblT5HbqVZ7PAkh4L,spotify:track:6pFUbyblT5HbqVZ7PAkh4L,"['spotify:artist:7xUZ4069zcyBM4Bn10NQ1c', 'spotify:artist:7DPzuksj4fnGIb4F9dVswN']","['Ásgeir', 'Clou']",True,0.364,0.681,0.0,-8.683,0.0,0.0767,0.837,0.655,0.129,0.769,196.081,4.0,"[['icelandic folk', 'icelandic indie', 'icelandic pop'], ['czech rock', 'nouvelle chanson francaise']]","[50, 40]",45.0
Morgen Wordt Fantastisch,Acda en de Munnik,Morgen Wordt Fantastisch,single,2023-03-23,2:38,158604,2023-03-27T18:12:05Z,svdpal,55,2UI9rmmINuXVWeOrprjWBy,spotify:track:2UI9rmmINuXVWeOrprjWBy,['spotify:artist:040Fqhc0l7a4MPeDx6cneh'],['Acda en de Munnik'],True,0.653,0.79,1.0,-6.947,1.0,0.0679,0.14,0.0,0.19,0.764,112.012,4.0,"[['dutch cabaret', 'dutch pop', 'dutch rock']]",[56],56.0
Boyhood,The Japanese House,Boyhood,single,2023-03-20,3:09,189624,2023-03-27T18:15:38Z,115458813,46,4Y273Gix47holXvTP9hGpj,spotify:track:4Y273Gix47holXvTP9hGpj,['spotify:artist:3IunaFjvNKj98JW89JYv9u'],['The Japanese House'],True,0.613,0.648,5.0,-9.057,1.0,0.075,0.616,1.25e-05,0.112,0.625,114.94,4.0,"[['indie pop', 'indietronica', 'modern dream pop', 'pov: indie', 'vapor soul']]",[59],59.0
Not Strong Enough,"boygenius, Julien Baker, Phoebe Bridgers, Lucy Dacus",the record,single,2023-03-01,3:54,234933,2023-03-28T11:22:05Z,hvdpal58,4,72GNW1xKoi5BAhMYAW6e7e,spotify:track:72GNW1xKoi5BAhMYAW6e7e,"['spotify:artist:1hLiboQ98IQWhpKeP9vRFw', 'spotify:artist:12zbUHbPHL5DGuJtiUfsip', 'spotify:artist:1r1uxoy19fzMxunt3ONAkG', 'spotify:artist:07D1Bjaof0NFlU32KXiqUP']","['boygenius', 'Julien Baker', 'Phoebe Bridgers', 'Lucy Dacus']",True,0.502,0.8,1.0,-5.853,1.0,0.0402,0.00274,2.81e-06,0.091,0.309,127.001,4.0,"[['indie pop'], ['ambient folk', 'indie pop', 'indie rock'], ['indie pop', 'la indie', 'pov: indie'], ['indie pop']]","[69, 68, 77, 69]",70.75
Döne Döne,"Acid Arab, Cem Yıldız",٣ (Trois),album,2023-02-03,5:46,346053,2023-03-28T20:04:22Z,115458813,38,1q09QLCWLyh4ARfr3iVfJa,spotify:track:1q09QLCWLyh4ARfr3iVfJa,"['spotify:artist:3ShO8tPKqXUUpOA0urOWW7', 'spotify:artist:3SASCp3Mzy7lT50cZn11yr']","['Acid Arab', 'Cem Yıldız']",True,0.71,0.718,1.0,-6.418,1.0,0.0451,0.0901,0.336,0.104,0.645,101.991,4.0,"[['arab electronic', 'arab groove'], ['turkish instrumental']]","[41, 36]",38.5
Just Like Me,Amber Arcades,Barefoot on Diamond Road,album,2023-02-10,3:52,232687,2023-04-02T10:15:54Z,hvdpal58,6,5gxwt9ZNgkR58oEVPbJajf,spotify:track:5gxwt9ZNgkR58oEVPbJajf,['spotify:artist:0JVbYQsgLAgLkcHfmg4lxv'],['Amber Arcades'],True,0.464,0.573,2.0,-8.966,1.0,0.038,0.183,0.0048,0.0422,0.317,149.992,4.0,"[['chamber psych', 'dutch indie', 'dutch indie rock']]",[17],17.0
Nollestrand,De Toegift,De Toegift,album,2023-01-27,5:27,327680,2023-04-05T11:20:22Z,115458813,24,0elp81U0XAPNE72SxHdhcl,spotify:track:0elp81U0XAPNE72SxHdhcl,['spotify:artist:61S4CPkzgyQaX4AvEDEWrs'],['De Toegift'],True,0.268,0.272,3.0,-13.24,1.0,0.0328,0.636,0.631,0.376,0.0765,79.903,4.0,[[]],[19],19.0
Lost,Linkin Park,Lost,single,2023-02-10,3:19,199342,2023-04-06T20:38:26Z,115458813,72,373gDROnujxNTFa1FojYIl,spotify:track:373gDROnujxNTFa1FojYIl,['spotify:artist:6XyY86QOPPrYVGvF9ch6wz'],['Linkin Park'],True,0.596,0.798,0.0,-4.63,1.0,0.0285,0.00412,0.0,0.338,0.459,105.01,4.0,"[['alternative metal', 'nu metal', 'post-grunge', 'rap metal', 'rock']]",[83],83.0
32 Floors,Låpsley,Cautionary Tales of Youth,album,2023-01-20,3:01,181949,2023-04-11T09:26:36Z,hvdpal58,31,4I8i1P7eUSjIxg7MTgbguY,spotify:track:4I8i1P7eUSjIxg7MTgbguY,['spotify:artist:27ze6hCgfr3HcDZAHY60pg'],['Låpsley'],True,0.726,0.507,10.0,-11.652,0.0,0.0577,0.249,2.59e-05,0.0753,0.321,104.991,4.0,"[['electropop', 'gauze pop']]",[49],49.0
1989,dEUS,How To Replace It,album,2023-02-17,5:05,305000,2023-04-13T08:58:11Z,115458813,38,2qnHyMwzL7Zoz4Kz2ohoBd,spotify:track:2qnHyMwzL7Zoz4Kz2ohoBd,['spotify:artist:3zMir00BoCKhwNTjlT61KN'],['dEUS'],True,0.55,0.64,0.0,-7.967,0.0,0.0307,0.00593,0.000745,0.169,0.396,101.986,4.0,"[['belgian indie', 'belgian indie rock', 'belgian rock']]",[42],42.0
Ala Day,"Typhoon, Freez",Twintig,single,2023-04-06,3:11,191200,2023-04-13T10:53:32Z,1110446304,32,0dBxxEhGVMH5EM9sjz3zxY,spotify:track:0dBxxEhGVMH5EM9sjz3zxY,"['spotify:artist:6kBlEsdNeNW2qnmW56xDhx', 'spotify:artist:3Wg7xRNLUhziX8sgdRKEyg']","['Typhoon', 'Freez']",True,0.624,0.589,1.0,-7.069,1.0,0.341,0.132,0.000299,0.85,0.721,201.799,4.0,"[['dutch hip hop', 'dutch indie', 'dutch pop'], []]","[45, 31]",38.0
Search & Rescue,Drake,Search & Rescue,single,2023-04-07,4:32,272112,2023-04-13T10:53:41Z,1110446304,80,7aRCf5cLOFN1U7kvtChY1G,spotify:track:7aRCf5cLOFN1U7kvtChY1G,['spotify:artist:3TVXtAsR1Inumwj472S9r4'],['Drake'],True,0.817,0.44,10.0,-8.482,0.0,0.0734,0.0603,1.42e-06,0.33,0.544,142.024,4.0,"[['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']]",[96],96.0
Running From,Krezip,Any Day Now,album,2023-04-07,3:30,210814,2023-04-13T10:53:55Z,1110446304,31,5catELDuNmRvDLm1e6CUx6,spotify:track:5catELDuNmRvDLm1e6CUx6,['spotify:artist:0ZLfGbfO9xjpfna1pN8BeX'],['Krezip'],True,0.484,0.767,5.0,-7.538,1.0,0.036,0.0124,0.0,0.106,0.681,154.871,4.0,"[['dutch pop', 'dutch rock']]",[49],49.0
Yard Sale,"Ben Harper, Jack Johnson",Yard Sale,single,2023-04-05,4:17,257669,2023-04-13T10:54:23Z,1110446304,45,4sH3OxT6GqGsihPcO3wmhw,spotify:track:4sH3OxT6GqGsihPcO3wmhw,"['spotify:artist:45lorWzrKLxfKlWpV7r9CN', 'spotify:artist:3GBPw9NK25X1Wt2OUvOwY3']","['Ben Harper', 'Jack Johnson']",True,0.409,0.195,7.0,-15.795,1.0,0.0377,0.808,0.00013,0.12,0.367,203.84,4.0,"[['neo mellow', 'pastoral'], ['neo mellow']]","[58, 73]",65.5
Everybody Needs Someone (feat. Vance Joy),"Noah Cyrus, Vance Joy",Everybody Needs Someone (feat. Vance Joy),single,2023-04-07,2:58,178819,2023-04-13T10:54:32Z,1110446304,56,2TZKvEQyTtcXLBfAk7kt8n,spotify:track:2TZKvEQyTtcXLBfAk7kt8n,"['spotify:artist:55fhWPvDiMpLnE4ZzNXZyW', 'spotify:artist:10exVja0key0uqUkk6LJRT']","['Noah Cyrus', 'Vance Joy']",True,0.489,0.607,2.0,-7.146,1.0,0.0417,0.569,6.55e-05,0.119,0.285,104.186,4.0,"[['alt z', 'pop'], ['folk-pop', 'modern rock']]","[69, 73]",71.0
Rommel,Goldband,Rommel,single,2023-04-13,3:16,196000,2023-04-14T06:16:53Z,1110446304,55,0pw06mcIzuAeLPOHZT7W4Z,spotify:track:0pw06mcIzuAeLPOHZT7W4Z,['spotify:artist:6mS5GeFyhea6w9OKo8PO3p'],['Goldband'],True,0.712,0.736,11.0,-9.162,0.0,0.0576,0.0495,0.00113,0.0827,0.605,159.993,4.0,"[['lustrum', 'piratenmuziek']]",[58],58.0
