name,artist,album,album_type,release_date,duration,duration_ms,added_at,added_by_id,track_popularity,track_id,track_uri,artist_uris,artist_names,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,artists_genres,artists_popularities,artists_avg_popularity,enriched
Hyperion,It's Thinking,Music for the Radical Xenomaniac Vol. 2,compilation,2023-10-13,5:53,353338,2023-10-23T05:30:01Z,115458813,5,5aUEldna3edai3Naq9YXBp,spotify:track:5aUEldna3edai3Naq9YXBp,['spotify:artist:4fI07f2tqPxPQxbPlBTZqB'],"[""It's Thinking""]",0.436,0.692,1.0,-9.797,0.0,0.0633,0.346,0.915,0.074,0.283,160.747,5.0,[[]],[2],2.0,True
Technobility,Eric Nouhan,Music for the Radical Xenomaniac Vol. 2,compilation,2023-10-13,6:12,372651,2023-10-23T05:30:01Z,115458813,4,7xDryC1irpssgCVB73Chds,spotify:track:7xDryC1irpssgCVB73Chds,['spotify:artist:3gYha190X1QScu5ZUdpK2K'],['Eric Nouhan'],0.661,0.937,11.0,-9.365,0.0,0.0665,0.0228,0.855,0.0674,0.897,134.977,4.0,[[]],[4],4.0,True
Sundance,Secret Cinema,Music for the Radical Xenomaniac Vol. 2,compilation,2023-10-13,5:53,353080,2023-10-23T05:30:01Z,115458813,4,0D7KtL3cb6XTQBUitBSoEK,spotify:track:0D7KtL3cb6XTQBUitBSoEK,['spotify:artist:6TrT2n9RVox8c9xpffVKyW'],['Secret Cinema'],0.646,0.92,10.0,-9.324,0.0,0.0318,0.107,0.902,0.103,0.865,128.028,4.0,[['german techno']],[20],20.0,True
Spiritual Ideas for Virtual Reality,Hole In One,Music for the Radical Xenomaniac Vol. 2,compilation,2023-10-13,10:32,632026,2023-10-23T05:30:01Z,115458813,5,5ymikrZJsHhVkVFGEke42r,spotify:track:5ymikrZJsHhVkVFGEke42r,['spotify:artist:64Fj5FWfRmgZbJKAyslcpy'],['Hole In One'],0.419,0.547,4.0,-14.316,0.0,0.0382,0.201,0.854,0.119,0.0398,98.672,4.0,[[]],[5],5.0,True
Echoes from Tau Ceti,The Connection Machine,Music for the Radical Xenomaniac Vol. 3,compilation,2023-10-13,5:12,312437,2023-10-23T05:30:18Z,115458813,4,1wUjSQSZhegJayEFpMAuAj,spotify:track:1wUjSQSZhegJayEFpMAuAj,['spotify:artist:5w2RQy8sVwJmICGI5oTlnj'],['The Connection Machine'],0.603,0.59,4.0,-13.321,0.0,0.0851,0.00734,0.892,0.246,0.342,131.229,4.0,[[]],[4],4.0,True
Natural Chemistry,Direct Movement,Music for the Radical Xenomaniac Vol. 3,compilation,2023-10-13,6:41,401805,2023-10-23T05:30:18Z,115458813,3,2CPK35lj80S2xEaXYoksmD,spotify:track:2CPK35lj80S2xEaXYoksmD,['spotify:artist:7jdhtK4mBtFvektUJhlZHW'],['Direct Movement'],0.737,0.978,5.0,-8.481,0.0,0.0539,0.0907,0.916,0.283,0.358,125.855,4.0,[[]],[0],0.0,True
Surfin the Cuban Waves,Paradise 3001,Music for the Radical Xenomaniac Vol. 3,compilation,2023-10-13,5:52,352508,2023-10-23T05:30:18Z,115458813,4,0ViCPV3lI8pKXD6PHjwGBU,spotify:track:0ViCPV3lI8pKXD6PHjwGBU,['spotify:artist:6v3SC3WvLt67g5WjsAcxH5'],['Paradise 3001'],0.565,0.873,4.0,-8.985,0.0,0.0375,0.108,0.915,0.971,0.476,125.893,4.0,[['future ambient']],[5],5.0,True
Strange Attractor,Exquisite Corpse,Music for the Radical Xenomaniac Vol. 3,compilation,2023-10-13,6:0,360182,2023-10-23T05:30:18Z,115458813,3,3zvXuZdPc3hZxAgACqqFMR,spotify:track:3zvXuZdPc3hZxAgACqqFMR,['spotify:artist:6gstrxfobyKePO9egUPDLo'],['Exquisite Corpse'],0.685,0.51,7.0,-9.544,1.0,0.0466,0.000379,0.837,0.147,0.648,131.645,4.0,[[]],[3],3.0,True
Still,Orlando Voorn,Music for the Radical Xenomaniac Vol. 3,compilation,2023-10-13,6:33,393382,2023-10-23T05:30:18Z,115458813,4,6VqtbWRbB16Ty20pbe6qZR,spotify:track:6VqtbWRbB16Ty20pbe6qZR,['spotify:artist:4Kv4vEaYZEcrJoXqeMpN2u'],['Orlando Voorn'],0.619,0.901,7.0,-9.97,0.0,0.0496,0.0957,0.198,0.133,0.857,136.051,4.0,"[['detroit techno', 'techno']]",[16],16.0,True
Delphi - Rewaxed,N.Y.X.,Music for the Radical Xenomaniac Vol. 3,compilation,2023-10-13,5:41,341523,2023-10-23T05:30:18Z,115458813,4,1wgrbHpI0Wt1HmKISgy5ZG,spotify:track:1wgrbHpI0Wt1HmKISgy5ZG,['spotify:artist:6qmAS5WjYqGAcZqjqfJAQe'],['N.Y.X.'],0.69,0.966,3.0,-8.088,1.0,0.0442,0.0775,0.95,0.0856,0.745,132.875,5.0,[[]],[1],1.0,True
Afridisiac - Jumpy Mix,Stefan Robbers,Music for the Radical Xenomaniac Vol. 3,compilation,2023-10-13,7:8,428800,2023-10-23T05:30:18Z,115458813,3,0mQk2POmZjd8j6qqWYeJlZ,spotify:track:0mQk2POmZjd8j6qqWYeJlZ,['spotify:artist:56HmC7jFf48BFrWblfVs7I'],['Stefan Robbers'],0.662,0.92,11.0,-10.31,0.0,0.0461,0.00674,0.777,0.108,0.676,136.003,4.0,[[]],[0],0.0,True
Fluxland,Fluxland,Music for the Radical Xenomaniac Vol. 3,compilation,2023-10-13,7:5,425761,2023-10-23T05:30:18Z,115458813,4,1WPXvBiokX9evOD52uSng3,spotify:track:1WPXvBiokX9evOD52uSng3,['spotify:artist:6bLDxb6nAt6OWFdJm0cAw5'],['Fluxland'],0.667,0.755,6.0,-10.748,1.0,0.0389,0.0413,0.894,0.114,0.327,131.837,4.0,[[]],[0],0.0,True
Glider,This Side Up,Music for the Radical Xenomaniac Vol. 3,compilation,2023-10-13,4:25,265541,2023-10-23T05:30:18Z,115458813,3,6bo9G8afIqQL9vnhOfqZId,spotify:track:6bo9G8afIqQL9vnhOfqZId,['spotify:artist:3o09I6rTAJZXSbgtgWdw7d'],['This Side Up'],0.632,0.908,9.0,-7.361,0.0,0.0571,0.0057,0.00957,0.396,0.226,127.846,4.0,[[]],[0],0.0,True
Trance,Georgio Schultz,Music for the Radical Xenomaniac Vol. 3,compilation,2023-10-13,5:5,305307,2023-10-23T05:30:18Z,115458813,3,72zlMlfwBshXfaXO81Kl4Q,spotify:track:72zlMlfwBshXfaXO81Kl4Q,['spotify:artist:7pKaPZbAFiumFd6hsbSE9H'],['Georgio Schultz'],0.651,0.66,4.0,-9.73,0.0,0.0357,0.00202,0.918,0.0806,0.567,129.846,4.0,[[]],[4],4.0,True
Cycle Drops,Quazar,Music for the Radical Xenomaniac Vol. 3,compilation,2023-10-13,4:50,290119,2023-10-23T05:30:18Z,115458813,4,7GBfBuc092scIKpBZxNygE,spotify:track:7GBfBuc092scIKpBZxNygE,['spotify:artist:0WZqyxzUbaG9NQMlhuprWV'],['Quazar'],0.733,0.701,0.0,-12.997,1.0,0.0375,0.55,0.935,0.641,0.845,127.974,4.0,[[]],[7],7.0,True
Crystal,2000 And One,Music for the Radical Xenomaniac Vol. 3,compilation,2023-10-13,6:38,398538,2023-10-23T05:30:18Z,115458813,2,7uLdr2Dd7EAOB3Sz6VYhtv,spotify:track:7uLdr2Dd7EAOB3Sz6VYhtv,['spotify:artist:030NUgrxJxZPLc7cXUhgvD'],['2000 And One'],0.71,0.827,5.0,-10.71,1.0,0.0499,0.593,0.261,0.0547,0.555,125.026,4.0,[[]],[19],19.0,True
Rush,Troye Sivan,Something To Give Each Other,album,2023-10-13,2:36,156391,2023-10-23T05:32:55Z,115458813,84,4ZnkygoWLzcGbQYCm3lkae,spotify:track:4ZnkygoWLzcGbQYCm3lkae,['spotify:artist:3WGpXCj9YhhfX11TToZcXP'],['Troye Sivan'],0.743,0.837,5.0,-7.634,0.0,0.0633,0.00288,2.86e-05,0.104,0.378,126.023,4.0,"[['australian pop', 'pop', 'viral pop']]",[79],79.0,True
What's The Time Where You Are?,Troye Sivan,Something To Give Each Other,album,2023-10-13,3:23,203669,2023-10-23T05:32:55Z,115458813,69,0sYM4OmgrRYaHq6DV7obq1,spotify:track:0sYM4OmgrRYaHq6DV7obq1,['spotify:artist:3WGpXCj9YhhfX11TToZcXP'],['Troye Sivan'],0.717,0.814,7.0,-6.781,1.0,0.0739,0.0292,3.02e-06,0.235,0.301,111.937,4.0,"[['australian pop', 'pop', 'viral pop']]",[79],79.0,True
One Of Your Girls,Troye Sivan,Something To Give Each Other,album,2023-10-13,3:1,181481,2023-10-23T05:32:55Z,115458813,85,5Eh1nj7IjV9lwpcKAkidyY,spotify:track:5Eh1nj7IjV9lwpcKAkidyY,['spotify:artist:3WGpXCj9YhhfX11TToZcXP'],['Troye Sivan'],0.629,0.654,11.0,-7.852,0.0,0.0584,0.0878,0.00655,0.22,0.799,93.034,4.0,"[['australian pop', 'pop', 'viral pop']]",[79],79.0,True
In My Room,"Troye Sivan, Guitarricadelafuente",Something To Give Each Other,album,2023-10-13,3:13,193262,2023-10-23T05:32:55Z,115458813,67,7lhAowB1rRlp1UfVkHqpD2,spotify:track:7lhAowB1rRlp1UfVkHqpD2,"['spotify:artist:3WGpXCj9YhhfX11TToZcXP', 'spotify:artist:0oBiYchunKTMDesVICwrvL']","['Troye Sivan', 'Guitarricadelafuente']",0.719,0.568,3.0,-7.391,0.0,0.0434,0.037,8.47e-05,0.43,0.628,110.982,4.0,"[['australian pop', 'pop', 'viral pop'], ['spanish pop', 'spanish rock']]","[79, 58]",68.5,True
Still Got It,Troye Sivan,Something To Give Each Other,album,2023-10-13,3:28,208551,2023-10-23T05:32:55Z,115458813,65,6r8Xk7Fldj4GR4r0fVBH42,spotify:track:6r8Xk7Fldj4GR4r0fVBH42,['spotify:artist:3WGpXCj9YhhfX11TToZcXP'],['Troye Sivan'],0.242,0.335,5.0,-10.466,1.0,0.0309,0.703,0.00114,0.249,0.173,90.206,4.0,"[['australian pop', 'pop', 'viral pop']]",[79],79.0,True
"Can't Go Back, Baby",Troye Sivan,Something To Give Each Other,album,2023-10-13,3:21,201854,2023-10-23T05:32:55Z,115458813,64,6fNyEK8kTquBSUTHbqbfaK,spotify:track:6fNyEK8kTquBSUTHbqbfaK,['spotify:artist:3WGpXCj9YhhfX11TToZcXP'],['Troye Sivan'],0.505,0.437,0.0,-11.667,0.0,0.0504,0.803,0.000516,0.12,0.348,139.781,4.0,"[['australian pop', 'pop', 'viral pop']]",[79],79.0,True
Got Me Started,Troye Sivan,Something To Give Each Other,album,2023-10-13,3:18,198448,2023-10-23T05:32:55Z,115458813,80,31MNHKE86sEXzIglbGQ6mu,spotify:track:31MNHKE86sEXzIglbGQ6mu,['spotify:artist:3WGpXCj9YhhfX11TToZcXP'],['Troye Sivan'],0.777,0.686,7.0,-6.498,0.0,0.0308,0.223,0.00148,0.318,0.582,127.002,4.0,"[['australian pop', 'pop', 'viral pop']]",[79],79.0,True
Silly,Troye Sivan,Something To Give Each Other,album,2023-10-13,3:38,218530,2023-10-23T05:32:55Z,115458813,65,0Brx9I3vh7Po30gxsTtLz5,spotify:track:0Brx9I3vh7Po30gxsTtLz5,['spotify:artist:3WGpXCj9YhhfX11TToZcXP'],['Troye Sivan'],0.77,0.844,0.0,-8.608,1.0,0.0496,0.0829,0.021,0.119,0.428,118.991,4.0,"[['australian pop', 'pop', 'viral pop']]",[79],79.0,True
Honey,Troye Sivan,Something To Give Each Other,album,2023-10-13,3:26,206878,2023-10-23T05:32:55Z,115458813,65,0GMZYC6lcrpnwjDiEtDO8i,spotify:track:0GMZYC6lcrpnwjDiEtDO8i,['spotify:artist:3WGpXCj9YhhfX11TToZcXP'],['Troye Sivan'],0.632,0.75,1.0,-5.746,1.0,0.0655,0.0395,0.0,0.155,0.321,118.99,4.0,"[['australian pop', 'pop', 'viral pop']]",[79],79.0,True
How To Stay With You,Troye Sivan,Something To Give Each Other,album,2023-10-13,3:16,196231,2023-10-23T05:32:55Z,115458813,63,6P7b7UciZ4Q4sbujF4QcrO,spotify:track:6P7b7UciZ4Q4sbujF4QcrO,['spotify:artist:3WGpXCj9YhhfX11TToZcXP'],['Troye Sivan'],0.715,0.566,1.0,-8.294,0.0,0.0508,0.0997,4.85e-05,0.0471,0.796,89.992,4.0,"[['australian pop', 'pop', 'viral pop']]",[79],79.0,True
The Ocean Lies Between Us,"Shackleton, Wacław Zimpel, Siddhartha Belmannu",In The Cell of Dreams,album,2023-09-08,21:11,1271179,2023-10-27T16:18:12Z,115458813,12,7I2yBx4SOXayhKQTVURWPa,spotify:track:7I2yBx4SOXayhKQTVURWPa,"['spotify:artist:5Mq3CTRRgLcPkMnUue75a3', 'spotify:artist:124sGtDIjkbuOt1uDcZ2Lz', 'spotify:artist:0M0qOys6eONaDvSRKNwKWc']","['Shackleton', 'Wacław Zimpel', 'Siddhartha Belmannu']",0.0818,0.192,5.0,-11.951,1.0,0.0392,0.309,0.498,0.101,0.0307,77.893,3.0,"[['british experimental', 'classic dubstep', 'uk experimental electronic'], ['polish ambient'], ['sandalwood']]","[21, 19, 41]",27.0,True
Your Love Pours like Water,"Shackleton, Wacław Zimpel, Siddhartha Belmannu",In The Cell of Dreams,album,2023-09-08,3:45,225456,2023-10-27T16:18:12Z,115458813,19,71xNV1FhfYnV0ESln88tAZ,spotify:track:71xNV1FhfYnV0ESln88tAZ,"['spotify:artist:5Mq3CTRRgLcPkMnUue75a3', 'spotify:artist:124sGtDIjkbuOt1uDcZ2Lz', 'spotify:artist:0M0qOys6eONaDvSRKNwKWc']","['Shackleton', 'Wacław Zimpel', 'Siddhartha Belmannu']",0.284,0.342,8.0,-13.684,1.0,0.0329,0.69,0.581,0.115,0.299,106.643,4.0,"[['british experimental', 'classic dubstep', 'uk experimental electronic'], ['polish ambient'], ['sandalwood']]","[21, 19, 41]",27.0,True
Everything Must Decay,"Shackleton, Wacław Zimpel, Siddhartha Belmannu",In The Cell of Dreams,album,2023-09-08,11:54,714781,2023-10-27T16:18:12Z,115458813,9,0x47ygaHMBqddQwKxyGxoD,spotify:track:0x47ygaHMBqddQwKxyGxoD,"['spotify:artist:5Mq3CTRRgLcPkMnUue75a3', 'spotify:artist:124sGtDIjkbuOt1uDcZ2Lz', 'spotify:artist:0M0qOys6eONaDvSRKNwKWc']","['Shackleton', 'Wacław Zimpel', 'Siddhartha Belmannu']",0.107,0.481,0.0,-9.85,1.0,0.0349,0.218,0.00929,0.0926,0.175,68.871,4.0,"[['british experimental', 'classic dubstep', 'uk experimental electronic'], ['polish ambient'], ['sandalwood']]","[21, 19, 41]",27.0,True
Relics of Our Past,"Shackleton, Wacław Zimpel, Siddhartha Belmannu",In The Cell of Dreams,album,2023-09-08,13:28,808571,2023-10-27T16:18:12Z,115458813,7,6ujNuJr2BiMacukEqzOwtI,spotify:track:6ujNuJr2BiMacukEqzOwtI,"['spotify:artist:5Mq3CTRRgLcPkMnUue75a3', 'spotify:artist:124sGtDIjkbuOt1uDcZ2Lz', 'spotify:artist:0M0qOys6eONaDvSRKNwKWc']","['Shackleton', 'Wacław Zimpel', 'Siddhartha Belmannu']",0.143,0.288,2.0,-14.032,1.0,0.0431,0.833,0.768,0.133,0.0849,78.553,4.0,"[['british experimental', 'classic dubstep', 'uk experimental electronic'], ['polish ambient'], ['sandalwood']]","[21, 19, 41]",27.0,True
The Ocean Lies Between Us - Edit,"Shackleton, Wacław Zimpel, Siddhartha Belmannu",In The Cell of Dreams,album,2023-09-08,5:24,324060,2023-10-27T16:18:12Z,115458813,10,0ROAX72Tns54Kpqg6liNxy,spotify:track:0ROAX72Tns54Kpqg6liNxy,"['spotify:artist:5Mq3CTRRgLcPkMnUue75a3', 'spotify:artist:124sGtDIjkbuOt1uDcZ2Lz', 'spotify:artist:0M0qOys6eONaDvSRKNwKWc']","['Shackleton', 'Wacław Zimpel', 'Siddhartha Belmannu']",0.0796,0.228,7.0,-11.547,0.0,0.0348,0.461,0.47,0.0961,0.0373,80.087,3.0,"[['british experimental', 'classic dubstep', 'uk experimental electronic'], ['polish ambient'], ['sandalwood']]","[21, 19, 41]",27.0,True
De Zon Komt Op,Wende,Sterrenlopen,album,2023-09-08,2:24,144497,2023-11-16T16:35:24Z,115458813,40,2de9hFWcbbWM8AiDwg3wvd,spotify:track:2de9hFWcbbWM8AiDwg3wvd,['spotify:artist:3SCB3V2d5Loauz5tfo6Y5G'],['Wende'],0.676,0.168,11.0,-16.374,0.0,0.045,0.937,0.262,0.102,0.466,112.026,3.0,"[['dutch indie', 'dutch pop']]",[40],40.0,True
Dit Is Alles,Wende,Sterrenlopen,album,2023-09-08,3:35,215455,2023-11-16T16:35:24Z,115458813,38,6o6wrUqAJoivwO7quudUS7,spotify:track:6o6wrUqAJoivwO7quudUS7,['spotify:artist:3SCB3V2d5Loauz5tfo6Y5G'],['Wende'],0.524,0.781,5.0,-6.235,0.0,0.0609,0.0422,2.64e-06,0.919,0.369,110.021,4.0,"[['dutch indie', 'dutch pop']]",[40],40.0,True
Alles Weggegeven,Wende,Sterrenlopen,album,2023-09-08,4:5,245159,2023-11-16T16:35:24Z,115458813,36,5ds2GL41wvkfsEulqTQCEV,spotify:track:5ds2GL41wvkfsEulqTQCEV,['spotify:artist:3SCB3V2d5Loauz5tfo6Y5G'],['Wende'],0.724,0.623,0.0,-10.798,0.0,0.052,0.603,0.104,0.182,0.188,94.971,4.0,"[['dutch indie', 'dutch pop']]",[40],40.0,True
Bloed In Mijn Bloed,Wende,Sterrenlopen,album,2023-09-08,3:58,238671,2023-11-16T16:35:24Z,115458813,37,1wWg9osOP31UyBk4hfbrA4,spotify:track:1wWg9osOP31UyBk4hfbrA4,['spotify:artist:3SCB3V2d5Loauz5tfo6Y5G'],['Wende'],0.737,0.325,1.0,-11.647,1.0,0.0531,0.722,0.0785,0.0993,0.11,125.958,4.0,"[['dutch indie', 'dutch pop']]",[40],40.0,True
Lege Stoelen,Wende,Sterrenlopen,album,2023-09-08,4:5,245179,2023-11-16T16:35:24Z,115458813,36,4PeDLck6ey7Z8E27K1yyb6,spotify:track:4PeDLck6ey7Z8E27K1yyb6,['spotify:artist:3SCB3V2d5Loauz5tfo6Y5G'],['Wende'],0.612,0.361,9.0,-14.293,0.0,0.0976,0.753,0.0179,0.174,0.0533,93.506,3.0,"[['dutch indie', 'dutch pop']]",[40],40.0,True
Troostzoekers (met Froukje),"Wende, Froukje",Sterrenlopen,album,2023-09-08,3:32,212471,2023-11-16T16:35:24Z,115458813,47,1EGEgAKpYg1T9zOVZKyP8J,spotify:track:1EGEgAKpYg1T9zOVZKyP8J,"['spotify:artist:3SCB3V2d5Loauz5tfo6Y5G', 'spotify:artist:0uBVyPbLZRDNEBiA4fZUlp']","['Wende', 'Froukje']",0.735,0.442,9.0,-9.81,0.0,0.0391,0.708,0.000113,0.0887,0.328,111.006,4.0,"[['dutch indie', 'dutch pop'], ['dutch indie', 'dutch pop', 'lustrum']]","[40, 51]",45.5,True
Laat Mij Het Zijn,Wende,Sterrenlopen,album,2023-09-08,2:58,178435,2023-11-16T16:35:24Z,115458813,35,3bdI0k1bCkMlpefVeiC4MY,spotify:track:3bdI0k1bCkMlpefVeiC4MY,['spotify:artist:3SCB3V2d5Loauz5tfo6Y5G'],['Wende'],0.641,0.0936,4.0,-19.843,0.0,0.194,0.972,0.049,0.133,0.459,179.471,4.0,"[['dutch indie', 'dutch pop']]",[40],40.0,True
Loop Naar Het Vuur,Wende,Sterrenlopen,album,2023-09-08,3:19,199023,2023-11-16T16:35:24Z,115458813,34,70qTSmwbFBl850G3WAQqqL,spotify:track:70qTSmwbFBl850G3WAQqqL,['spotify:artist:3SCB3V2d5Loauz5tfo6Y5G'],['Wende'],0.595,0.586,4.0,-9.151,0.0,0.0985,0.444,0.0,0.141,0.408,144.911,4.0,"[['dutch indie', 'dutch pop']]",[40],40.0,True
Jij Idiote Dood,Wende,Sterrenlopen,album,2023-09-08,3:11,191892,2023-11-16T16:35:24Z,115458813,33,0O5zmr9BlU9j7w0senIlZP,spotify:track:0O5zmr9BlU9j7w0senIlZP,['spotify:artist:3SCB3V2d5Loauz5tfo6Y5G'],['Wende'],0.7,0.556,7.0,-8.597,1.0,0.147,0.355,0.00487,0.111,0.367,149.975,4.0,"[['dutch indie', 'dutch pop']]",[40],40.0,True
Hou Me Vast,Wende,Sterrenlopen,album,2023-09-08,3:56,236654,2023-11-16T16:35:24Z,115458813,37,2PK1oDOfevtfvqHdIw9bgp,spotify:track:2PK1oDOfevtfvqHdIw9bgp,['spotify:artist:3SCB3V2d5Loauz5tfo6Y5G'],['Wende'],0.582,0.133,5.0,-17.161,1.0,0.0441,0.975,0.13,0.099,0.164,120.007,4.0,"[['dutch indie', 'dutch pop']]",[40],40.0,True
Het Is Genoeg,Wende,Sterrenlopen,album,2023-09-08,2:53,173436,2023-11-16T16:35:24Z,115458813,41,6HH4DQEj3Mr319xxeiVCZb,spotify:track:6HH4DQEj3Mr319xxeiVCZb,['spotify:artist:3SCB3V2d5Loauz5tfo6Y5G'],['Wende'],0.756,0.55,11.0,-8.626,0.0,0.156,0.564,0.0,0.107,0.468,110.312,4.0,"[['dutch indie', 'dutch pop']]",[40],40.0,True
Sterrenlopen (met S10),"Wende, S10",Sterrenlopen,album,2023-09-08,4:2,242702,2023-11-16T16:35:24Z,115458813,39,2EDKvz6Hn2zj3UDpHXhmuV,spotify:track:2EDKvz6Hn2zj3UDpHXhmuV,"['spotify:artist:3SCB3V2d5Loauz5tfo6Y5G', 'spotify:artist:1zT9SWCzN45r7oVhy0VYLK']","['Wende', 'S10']",0.615,0.711,8.0,-7.311,1.0,0.0363,0.303,0.0605,0.141,0.283,161.95,4.0,"[['dutch indie', 'dutch pop'], ['dutch pop']]","[40, 57]",48.5,True
Feniks,Wende,Sterrenlopen,album,2023-09-08,4:21,261424,2023-11-16T16:35:24Z,115458813,33,27HngvlqorsRTdT9LZTkkY,spotify:track:27HngvlqorsRTdT9LZTkkY,['spotify:artist:3SCB3V2d5Loauz5tfo6Y5G'],['Wende'],0.617,0.0336,0.0,-21.456,1.0,0.0949,0.951,1.79e-05,0.0678,0.244,114.29,1.0,"[['dutch indie', 'dutch pop']]",[40],40.0,True
Omhoog,Kevin,Wonderland,album,2023-11-16,3:50,230180,2023-11-21T05:24:09Z,115458813,64,2p6m19378bBTJbgI805XbQ,spotify:track:2p6m19378bBTJbgI805XbQ,['spotify:artist:0IxgA9wO4Op3CSnPlhfwV1'],['Kevin'],0.527,0.527,11.0,-9.35,0.0,0.394,0.421,0.0,0.103,0.412,91.489,4.0,"[['dutch hip hop', 'dutch rap pop']]",[66],66.0,True
Alleen Zijn,"Kevin, Idaly",Wonderland,album,2023-11-16,3:16,196683,2023-11-21T05:24:09Z,115458813,59,1lBEW5UIIAJeOG4b2JGn9N,spotify:track:1lBEW5UIIAJeOG4b2JGn9N,"['spotify:artist:0IxgA9wO4Op3CSnPlhfwV1', 'spotify:artist:1EYdbYpGAuJy6uZo4sVMoM']","['Kevin', 'Idaly']",0.74,0.477,1.0,-8.952,0.0,0.315,0.158,1.54e-06,0.212,0.496,99.15,4.0,"[['dutch hip hop', 'dutch rap pop'], ['dutch hip hop', 'dutch rap pop']]","[66, 58]",62.0,True
De Leven,"Kevin, S10",Wonderland,album,2023-11-16,2:37,157355,2023-11-21T05:24:09Z,115458813,65,0mhBjNCCWqTrUt78San1wV,spotify:track:0mhBjNCCWqTrUt78San1wV,"['spotify:artist:0IxgA9wO4Op3CSnPlhfwV1', 'spotify:artist:1zT9SWCzN45r7oVhy0VYLK']","['Kevin', 'S10']",0.563,0.53,8.0,-8.233,0.0,0.194,0.421,2.37e-05,0.126,0.252,114.742,5.0,"[['dutch hip hop', 'dutch rap pop'], ['dutch pop']]","[66, 57]",61.5,True
Airmax BW,Kevin,Wonderland,album,2023-11-16,3:1,181798,2023-11-21T05:24:09Z,115458813,56,7cnpTeTsULWGFUAMMKyN0V,spotify:track:7cnpTeTsULWGFUAMMKyN0V,['spotify:artist:0IxgA9wO4Op3CSnPlhfwV1'],['Kevin'],0.731,0.583,7.0,-10.39,0.0,0.271,0.641,0.00054,0.102,0.372,97.89,4.0,"[['dutch hip hop', 'dutch rap pop']]",[66],66.0,True
Goeie Man,Kevin,Wonderland,album,2023-11-16,2:29,149368,2023-11-21T05:24:09Z,115458813,58,3MBK1YTm7nx4PoqCycs1uu,spotify:track:3MBK1YTm7nx4PoqCycs1uu,['spotify:artist:0IxgA9wO4Op3CSnPlhfwV1'],['Kevin'],0.672,0.514,2.0,-10.904,0.0,0.36,0.509,8.2e-06,0.112,0.652,90.023,4.0,"[['dutch hip hop', 'dutch rap pop']]",[66],66.0,True
Kevin Barry,Kevin,Wonderland,album,2023-11-16,3:3,183714,2023-11-21T05:24:09Z,115458813,59,0sLc24jQdGTNwkieEnDnPe,spotify:track:0sLc24jQdGTNwkieEnDnPe,['spotify:artist:0IxgA9wO4Op3CSnPlhfwV1'],['Kevin'],0.715,0.499,6.0,-8.508,1.0,0.346,0.0347,0.000138,0.373,0.5,82.037,4.0,"[['dutch hip hop', 'dutch rap pop']]",[66],66.0,True
Trust,"Kevin, Yade Lauren",Wonderland,album,2023-11-16,2:52,172271,2023-11-21T05:24:09Z,115458813,59,0sx1QYKNRFNp17OfOeflBw,spotify:track:0sx1QYKNRFNp17OfOeflBw,"['spotify:artist:0IxgA9wO4Op3CSnPlhfwV1', 'spotify:artist:2YkP9pfIZ6hJKeuppuz8qT']","['Kevin', 'Yade Lauren']",0.887,0.436,11.0,-8.95,1.0,0.309,0.368,0.0,0.0856,0.671,114.942,4.0,"[['dutch hip hop', 'dutch rap pop'], ['dutch rap pop']]","[66, 60]",63.0,True
Kipstraat,"Kevin, JoeyAK",Wonderland,album,2023-11-16,3:27,207458,2023-11-21T05:24:09Z,115458813,56,2iWKvvKdwMmTxYcZAPUnDM,spotify:track:2iWKvvKdwMmTxYcZAPUnDM,"['spotify:artist:0IxgA9wO4Op3CSnPlhfwV1', 'spotify:artist:4iCzh7b2cLbHVsPOwhr8W0']","['Kevin', 'JoeyAK']",0.648,0.497,8.0,-6.09,1.0,0.192,0.0975,0.00102,0.367,0.454,169.992,4.0,"[['dutch hip hop', 'dutch rap pop'], ['dutch hip hop']]","[66, 57]",61.5,True
Darling,"Kevin, KM",Wonderland,album,2023-11-16,2:56,176892,2023-11-21T05:24:09Z,115458813,64,7LtHyF0iUvR1g39UP6kI11,spotify:track:7LtHyF0iUvR1g39UP6kI11,"['spotify:artist:0IxgA9wO4Op3CSnPlhfwV1', 'spotify:artist:0MSYpagcvnSP2o91Ji2OCw']","['Kevin', 'KM']",0.748,0.63,11.0,-7.259,0.0,0.188,0.232,1.37e-06,0.115,0.594,94.257,4.0,"[['dutch hip hop', 'dutch rap pop'], ['dutch hip hop', 'dutch rap pop']]","[66, 54]",60.0,True
Frontline,"Kevin, Jonna Fraser",Wonderland,album,2023-11-16,2:51,171684,2023-11-21T05:24:09Z,115458813,63,1hK04TxJcQJbyceKIPEfNH,spotify:track:1hK04TxJcQJbyceKIPEfNH,"['spotify:artist:0IxgA9wO4Op3CSnPlhfwV1', 'spotify:artist:5adKMaYrGOMyOfnbiLPuHg']","['Kevin', 'Jonna Fraser']",0.857,0.673,6.0,-6.865,0.0,0.256,0.0482,4.44e-06,0.12,0.484,126.645,4.0,"[['dutch hip hop', 'dutch rap pop'], ['dutch hip hop', 'dutch rap pop']]","[66, 60]",63.0,True
